"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","distance_rank"
"5639","14257_1#74","14555_3#95",31.768656,"14",9,"14",9,0,1
"5640","14410_4#80","15531_6#68",3.84038400000003,"14",9,"14",9,0,1
"5641","14410_5#14","14520_6#41",68.403554,"14",9,"14",9,0,1
"5642","14410_5#5","14410_7#35",38.607696,"14",9,"14",9,0,1
"5643","14410_5#79","14410_4#80",7.77940799999993,"14",9,"14",9,0,1
"5644","14410_6#78","14723_6#41",97.3182209999999,"14",9,"14",9,0,1
"5645","14410_7#35","15531_6#79",20.931408,"14",9,"14",9,0,1
"5646","14410_7#56","14410_7#71",48.432241,"14",9,"14",9,0,1
"5647","14410_7#71","15873_3#17",27.119424,"14",9,"14",9,0,1
"5648","14410_8#57","12837_1#55",73.4868,"14",9,"14",9,0,1
"5649","14410_8#77","12837_4#25",26.04096,"14",9,"14",9,0,1
"5650","14412_1#11","13415_7#17",24.3377760000001,"14",9,"14",9,0,1
"5651","14412_1#12","13470_1#25",15.756096,"14",9,"14",9,0,1
"5652","14412_1#41","14555_3#95",56.908706,"14",9,"14",9,0,1
"5653","14412_1#48","12837_4#56",50.871936,"14",9,"14",9,0,1
"5654","14412_1#67","12837_1#55",53.8508619999999,"14",9,"14",9,0,1
"5655","14520_4#2","15873_2#41",7.509792,"14",9,"14",9,0,1
"5656","14520_5#10","14520_7#11",2.52518400000002,"14",9,"14",9,0,1
"5657","14520_5#32","14520_5#10",4.65580799999998,"14",9,"14",9,0,1
"5658","14520_5#46","14520_5#10",6.96398399999998,"14",9,"14",9,0,1
"5659","14520_6#20","14520_6#41",75.979105,"14",9,"14",9,0,1
"5660","14520_6#29","15531_5#85",54.271727,"14",9,"14",9,0,1
"5661","14520_6#40","10395_5#33",64.425072,"14",9,"14",9,0,1
"5662","14520_6#41","14410_5#14",68.403554,"14",9,"14",9,0,1
"5663","14520_6#43","10395_5#34",221.131153,"14",9,"14",9,0,1
"5664","14520_6#51","10395_5#33",36.897936,"14",9,"14",9,0,1
"5665","14520_6#53","11658_1#63",5.43177600000001,"14",9,"14",9,0,1
"5666","14520_6#54","14520_6#41",75.860734,"14",9,"14",9,0,1
"5667","14520_7#11","14520_5#10",2.52518400000002,"14",9,"14",9,0,1
"5668","14520_7#13","14520_7#33",3.51158400000003,"14",9,"14",9,0,1
"5669","14520_7#33","14520_7#13",3.51158400000003,"14",9,"14",9,0,1
"5670","14555_3#10","12837_3#44",9.71932800000002,"14",9,"14",9,0,1
"5671","14555_3#12","12837_5#46",44.703648,"14",9,"14",9,0,1
"5672","14555_3#41","12837_4#25",25.613519,"14",9,"14",9,0,1
"5673","14555_3#53","12837_4#25",23.96952,"14",9,"14",9,0,1
"5674","14555_3#95","14257_1#74",31.768656,"14",9,"14",9,0,1
"5675","14555_4#10","14566_6#6",2.53175999999999,"14",9,"14",9,0,1
"5676","14555_4#73","14566_6#6",0.0197279999999864,"14",9,"14",9,0,1
"5677","14566_4#89","12837_4#25",8.39755200000002,"14",9,"14",9,0,1
"5678","14566_5#28","14723_2#38",126.778705,"14",9,"14",9,0,1
"5679","14566_5#50","12837_4#25",15.2365920000001,"14",9,"14",9,0,1
"5680","14566_5#90","17870_7#182",79.6813900000001,"14",9,"14",9,0,1
"5681","14566_6#6","14555_4#73",0.0197279999999864,"14",9,"14",9,0,1
"5682","14566_6#75","12291_4#18",90.8408699999999,"15A",9,"15A",9,0,1
"5683","14673_1#15","11893_8#3",35.6353439999999,"14",9,"14",9,0,1
"5684","14673_1#79","19341_2#163",79.7866110000001,"15A",9,"15A",9,0,1
"5685","14673_4#61","11657_4#37",39.73877,"15A",9,"15A",9,0,1
"5686","14673_4#81","14723_2#45",82.061905,"14",9,"14",9,0,1
"5687","14673_4#86","14723_2#45",49.405487,"14",9,"14",9,0,1
"5688","14723_1#82","14723_2#10",5.96443200000002,"14",9,"14",9,0,1
"5689","14723_1#95","14723_2#17",6.04991999999999,"14",9,"14",9,0,1
"5690","14723_2#10","14723_1#82",5.96443200000002,"14",9,"14",9,0,1
"5691","14723_2#15","14723_2#17",0.0131519999999909,"14",9,"14",9,0,1
"5692","14723_2#17","14723_2#15",0.0131519999999909,"14",9,"14",9,0,1
"5693","14723_2#38","14566_5#28",126.778705,"14",9,"14",9,0,1
"5694","14723_2#45","14673_4#86",49.405487,"14",9,"14",9,0,1
"5695","14723_2#57","14723_2#63",4.918848,"14",9,"14",9,0,1
"5696","14723_2#59","14723_2#63",6.96398400000001,"14",9,"14",9,0,1
"5697","14723_2#63","14723_2#57",4.918848,"14",9,"14",9,0,1
"5698","14723_2#64","14723_2#10",48.353329,"14",9,"14",9,0,1
"5699","14723_2#65","14723_2#57",6.58915199999998,"14",9,"14",9,0,1
"5700","14723_3#69","14723_6#43",17.1436320000001,"14",9,"14",9,0,1
"5701","14723_4#20","14723_6#43",9.745632,"14",9,"14",9,0,1
"5702","14723_4#42","9789_2#83",87.513409,"14",9,"14",9,0,1
"5703","14723_4#49","14723_6#43",14.309376,"14",9,"14",9,0,1
"5704","14723_4#55","14723_3#69",20.0370730000001,"14",9,"14",9,0,1
"5705","14723_4#92","12837_4#25",46.689599,"14",9,"14",9,0,1
"5706","14723_6#16","9789_2#83",65.911246,"14",9,"14",9,0,1
"5707","14723_6#23","14723_3#69",56.3694730000001,"14",9,"14",9,0,1
"5708","14723_6#41","14412_1#11",49.688256,"14",9,"14",9,0,1
"5709","14723_6#43","14723_4#20",9.745632,"14",9,"14",9,0,1
"5710","14913_4#2","17175_7#2",22.483343,"15A",9,"15A",9,0,1
"5711","14913_7#7","17175_7#56",23.331649,"15A",9,"15A",9,0,1
"5712","14913_8#50","9789_3#76",97.397135,"3",9,"3",9,0,1
"5713","14936_5#34","9789_2#9",8.12793600000001,"14",9,"14",9,0,1
"5714","14936_5#50","9789_2#9",16.40712,"14",9,"14",9,0,1
"5715","14936_5#59","12290_2#34",3.32745599999998,"14",9,"14",9,0,1
"5716","14936_5#64","17870_8#126",343.918224,"33F",9,"33F",9,0,1
"5717","15378_2#9","15531_2#93",1.242864,"14",9,"14",9,0,1
"5718","15378_3#7","9789_4#39",7.75968,"14",9,"14",9,0,1
"5719","15378_3#95","17870_7#60",16.091473,"14",9,"14",9,0,1
"5720","15378_4#13","9789_2#9",15.006432,"14",9,"14",9,0,1
"5721","15378_4#19","17870_7#60",16.032288,"14",9,"14",9,0,1
"5722","15378_4#32","15378_4#37",0.0131519999999909,"33F",9,"33F",9,0,1
"5723","15378_4#37","15378_4#32",0.0131519999999909,"33F",9,"33F",9,0,1
"5724","15378_4#95","15531_2#46",10.88328,"14",9,"14",9,0,1
"5725","15531_2#39","9716_7#37",0.0131519999999909,"14",9,"14",9,0,1
"5726","15531_2#46","15378_4#95",10.88328,"14",9,"14",9,0,1
"5727","15531_2#60","18456_1#66",24.186528,"3",9,"3",9,0,1
"5728","15531_2#93","15378_2#9",1.242864,"14",9,"14",9,0,1
"5729","15531_3#91","17870_7#182",53.850864,"14",9,"14",9,0,1
"5730","15531_4#76","14520_5#10",5.09640000000005,"14",9,"14",9,0,1
"5731","15531_4#88","14410_7#35",30.0194399999999,"14",9,"14",9,0,1
"5732","15531_5#56","16399_6#55",45.9465099999999,"14",9,"14",9,0,1
"5733","15531_5#85","15531_6#5",3.87326400000001,"14",9,"14",9,0,1
"5734","15531_6#35","14410_7#71",70.7577610000001,"14",9,"14",9,0,1
"5735","15531_6#5","15531_5#85",3.87326400000001,"14",9,"14",9,0,1
"5736","15531_6#68","14410_4#80",3.84038400000003,"14",9,"14",9,0,1
"5737","15531_6#79","14410_7#35",20.931408,"14",9,"14",9,0,1
"5738","15682_1#44","22114_6#52",153.871825,"19F",9,"19F",9,0,1
"5739","15731_8#7","12837_5#11",75.99226,"14",9,"14",9,0,1
"5740","15731_8#74","12837_5#11",58.026626,"14",9,"14",9,0,1
"5741","15841_1#11","15874_1#34",2.63040000000001,"14",9,"14",9,0,1
"5742","15841_1#61","15874_1#76",3.91272000000001,"14",9,"14",9,0,1
"5743","15841_1#68","15874_1#76",3.69571200000001,"14",9,"14",9,0,1
"5744","15841_1#83","15841_1#68",4.912272,"14",9,"14",9,0,1
"5745","15841_3#74","15874_1#78",4.912272,"14",9,"14",9,0,1
"5746","15841_3#79","15995_1#22",11.889408,"14",9,"14",9,0,1
"5747","15873_1#6","12837_5#11",35.85893,"14",9,"14",9,0,1
"5748","15873_2#41","16399_6#27",4.94515200000001,"14",9,"14",9,0,1
"5749","15873_3#14","14520_7#13",5.84606400000001,"14",9,"14",9,0,1
"5750","15873_3#17","14410_7#71",27.119424,"14",9,"14",9,0,1
"5751","15874_1#34","15841_1#11",2.63040000000001,"14",9,"14",9,0,1
"5752","15874_1#76","15841_1#68",3.69571200000001,"14",9,"14",9,0,1
"5753","15874_1#78","15841_3#74",4.912272,"14",9,"14",9,0,1
"5754","15995_1#12","17966_5#27",51.88464,"14",9,"14",9,0,1
"5755","15995_1#22","15841_3#79",11.889408,"14",9,"14",9,0,1
"5756","15995_1#26","17966_5#27",47.2551340000001,"14",9,"14",9,0,1
"5757","16288_3#11","16288_3#12",70.8498259999999,"14",9,"14",9,0,1
"5758","16288_3#12","16288_5#11",36.74669,"14",9,"14",9,0,1
"5759","16288_3#13","16288_7#14",21.345696,"14",9,"14",9,0,1
"5760","16288_3#33","16288_4#77",28.362289,"14",9,"14",9,0,1
"5761","16288_3#80","16288_6#9",48.3072940000001,"14",9,"14",9,0,1
"5762","16288_4#46","16288_3#12",72.8160459999999,"14",9,"14",9,0,1
"5763","16288_4#66","16288_6#55",24.429839,"NT",9,"NT",9,0,1
"5764","16288_4#74","17966_5#27",132.335428,"14",9,"14",9,0,1
"5765","16288_4#77","16288_3#33",28.362289,"14",9,"14",9,0,1
"5766","16288_5#11","16288_3#12",36.74669,"14",9,"14",9,0,1
"5767","16288_5#20","16288_5#63",5.780304,"14",9,"14",9,0,1
"5768","16288_5#28","16288_6#55",204.428111,"NT",9,"NT",9,0,1
"5769","16288_5#34","16288_5#35",0.0131519999999909,"14",9,"14",9,0,1
"5770","16288_5#35","16288_5#34",0.0131519999999909,"14",9,"14",9,0,1
"5771","16288_5#42","16288_6#14",30.598127,"14",9,"14",9,0,1
"5772","16288_5#52","17966_5#27",139.65451,"14",9,"14",9,0,1
"5773","16288_5#54","16288_3#12",54.962209,"14",9,"14",9,0,1
"5774","16288_5#63","16288_5#20",5.780304,"14",9,"14",9,0,1
"5775","16288_5#74","20287_5#123",165.682318,"14",9,"14",9,0,1
"5776","16288_5#75","20287_5#123",155.653916,"14",9,"14",9,0,1
"5777","16288_6#14","16288_5#42",30.598127,"14",9,"14",9,0,1
"5778","16288_6#29","16288_6#9",42.356017,"14",9,"14",9,0,1
"5779","16288_6#51","16288_6#55",25.376784,"NT",9,"NT",9,0,1
"5780","16288_6#55","16288_4#66",24.429839,"NT",9,"NT",9,0,1
"5781","16288_6#9","16288_6#29",42.356017,"14",9,"14",9,0,1
"5782","16288_7#14","16288_3#13",21.345696,"14",9,"14",9,0,1
"5783","16288_7#20","16288_3#12",55.896002,"14",9,"14",9,0,1
"5784","16399_6#27","15873_2#41",4.94515200000001,"14",9,"14",9,0,1
"5785","16399_6#43","17794_8#14",6.87191999999999,"14",9,"14",9,0,1
"5786","16399_6#55","15531_5#56",45.9465099999999,"14",9,"14",9,0,1
"5787","16399_7#39","14520_7#13",4.714992,"14",9,"14",9,0,1
"5788","17138_3#24","14913_4#2",35.530129,"15A",9,"15A",9,0,1
"5789","17138_5#13","16288_6#14",48.491425,"14",9,"14",9,0,1
"5790","17138_5#42","14723_2#10",125.733123,"14",9,"14",9,0,1
"5791","17150_4#36","15841_3#79",31.952784,"14",9,"14",9,0,1
"5792","17150_5#34","12837_5#11",38.5419370000001,"14",9,"14",9,0,1
"5793","17175_6#52","13415_8#17",35.056656,"14",9,"14",9,0,1
"5794","17175_6#68","12837_5#11",69.883152,"14",9,"14",9,0,1
"5795","17175_7#2","14913_4#2",22.483343,"15A",9,"15A",9,0,1
"5796","17175_7#56","14913_7#7",23.331649,"15A",9,"15A",9,0,1
"5797","17428_8#184","14520_7#11",7.016592,"14",9,"14",9,0,1
"5798","17794_7#126","16399_6#43",11.0148,"14",9,"14",9,0,1
"5799","17794_7#77","17870_8#94",43.401598,"14",9,"14",9,0,1
"5800","17794_8#14","16399_6#43",6.87191999999999,"14",9,"14",9,0,1
"5801","17794_8#187","18456_1#88",0.0131519999999909,"3",9,"3",9,0,1
"5802","17794_8#26","14520_7#11",7.89777599999999,"14",9,"14",9,0,1
"5803","17870_7#182","9789_2#9",40.199087,"14",9,"14",9,0,1
"5804","17870_7#60","15378_4#19",16.032288,"14",9,"14",9,0,1
"5805","17870_8#101","17870_8#94",19.754304,"14",9,"14",9,0,1
"5806","17870_8#119","15378_3#95",26.106722,"14",9,"14",9,0,1
"5807","17870_8#126","15378_4#37",87.644924,"33F",9,"33F",9,0,1
"5808","17870_8#18","17966_5#27",40.3897910000001,"14",9,"14",9,0,1
"5809","17870_8#25","17966_5#27",11.4882720000001,"14",9,"14",9,0,1
"5810","17870_8#94","17870_8#101",19.754304,"14",9,"14",9,0,1
"5811","17966_5#134","13710_1#49",75.8081300000001,"15A",9,"15A",9,0,1
"5812","17966_5#144","22841_1#8",122.859404,"19A",9,"19A",9,0,1
"5813","17966_5#27","17870_8#25",11.4882720000001,"14",9,"14",9,0,1
"5814","18090_1#108","14723_2#10",16.90032,"14",9,"14",9,0,1
"5815","18090_1#85","14723_6#41",119.499068,"14",9,"14",9,0,1
"5816","18090_2#20","12291_4#18",91.682597,"15A",9,"15A",9,0,1
"5817","18456_1#66","15531_2#60",24.186528,"3",9,"3",9,0,1
"5818","18456_1#88","17794_8#187",0.0131519999999909,"3",9,"3",9,0,1
"5819","19084_7#20","11893_8#3",165.715202,"14",9,"14",9,0,1
"5820","19084_7#42","15682_1#44",360.206972,"19F",9,"19F",9,0,1
"5821","19084_7#61","17966_5#27",158.593391,"14",9,"14",9,0,1
"5822","19084_8#169","13414_1#15",0.0131519999999909,"15A",9,"15A",9,0,1
"5823","19341_2#163","19341_3#100",25.8831370000001,"15A",9,"15A",9,0,1
"5824","19341_2#165","17966_5#27",101.42822,"14",9,"14",9,0,1
"5825","19341_2#177","19341_2#178",5.372592,"15A",9,"15A",9,0,1
"5826","19341_2#178","19341_2#177",5.372592,"15A",9,"15A",9,0,1
"5827","19341_3#100","19341_2#163",25.8831370000001,"15A",9,"15A",9,0,1
"5828","19341_3#102","19341_2#178",5.72112000000001,"15A",9,"15A",9,0,1
"5829","19341_3#108","13710_1#49",77.544192,"15A",9,"15A",9,0,1
"5830","19341_3#21","24775_1#84",5.43177599999999,"15A",9,"15A",9,0,1
"5831","19341_3#28","13710_1#49",119.722654,"15A",9,"15A",9,0,1
"5832","19341_3#36","19341_2#163",51.02976,"15A",9,"15A",9,0,1
"5833","19341_3#42","19341_3#21",94.030225,"15A",9,"15A",9,0,1
"5834","19341_3#50","24775_1#64",4.40592000000001,"15A",9,"15A",9,0,1
"5835","19341_3#52","19341_3#50",6.983712,"15A",9,"15A",9,0,1
"5836","19341_3#54","19341_2#163",41.8693940000001,"15A",9,"15A",9,0,1
"5837","19341_3#88","19341_3#93",24.383808,"15A",9,"15A",9,0,1
"5838","19341_3#93","19341_3#50",23.016,"15A",9,"15A",9,0,1
"5839","20287_5#120","20287_5#123",61.472452,"14",9,"14",9,0,1
"5840","20287_5#123","20287_5#120",61.472452,"14",9,"14",9,0,1
"5841","20925_3#51","16288_3#12",52.325234,"14",9,"14",9,0,1
"5842","20925_3#6","16288_3#12",95.154724,"14",9,"14",9,0,1
"5843","20925_3#93","17966_5#27",155.805167,"14",9,"14",9,0,1
"5844","21999_8#10","22841_4#105",56.8560949999999,"15A",9,"15A",9,0,1
"5845","22027_1#164","22841_1#184",66.8581919999999,"15A",9,"15A",9,0,1
"5846","22114_6#52","15682_1#44",153.871825,"19F",9,"19F",9,0,1
"5847","22841_1#125","22841_4#105",44.302511,"15A",9,"15A",9,0,1
"5848","22841_1#184","22027_1#164",66.8581919999999,"15A",9,"15A",9,0,1
"5849","22841_1#8","17966_5#144",122.859404,"19A",9,"19A",9,0,1
"5850","22841_2#100","22841_2#4",89.282353,"15A",9,"15A",9,0,1
"5851","22841_2#131","22841_2#33",26.810353,"15A",9,"15A",9,0,1
"5852","22841_2#137","22841_1#125",57.553152,"15A",9,"15A",9,0,1
"5853","22841_2#16","22841_2#131",28.224193,"15A",9,"15A",9,0,1
"5854","22841_2#33","22841_2#131",26.810353,"15A",9,"15A",9,0,1
"5855","22841_2#4","22841_2#100",89.282353,"15A",9,"15A",9,0,1
"5856","22841_2#41","22841_2#33",29.289503,"15A",9,"15A",9,0,1
"5857","22841_4#105","22841_4#183",43.612032,"15A",9,"15A",9,0,1
"5858","22841_4#170","22841_2#16",29.782705,"15A",9,"15A",9,0,1
"5859","22841_4#183","22841_4#105",43.612032,"15A",9,"15A",9,0,1
"5860","24775_1#64","19341_3#50",4.40592000000001,"15A",9,"15A",9,0,1
"5861","24775_1#84","19341_3#21",5.43177599999999,"15A",9,"15A",9,0,1
"5862","9716_7#37","15531_2#39",0.0131519999999909,"14",9,"14",9,0,1
"5863","9789_2#28","15378_3#95",27.316705,"14",9,"14",9,0,1
"5864","9789_2#75","14936_5#50",21.431185,"14",9,"14",9,0,1
"5865","9789_2#83","17966_5#27",47.1433440000001,"14",9,"14",9,0,1
"5866","9789_2#9","14936_5#34",8.12793600000001,"14",9,"14",9,0,1
"5867","9789_3#76","18456_1#88",36.911088,"3",9,"3",9,0,1
"5868","9789_4#39","15378_3#7",7.75968,"14",9,"14",9,0,1
"5869","9789_4#56","15378_3#95",20.332993,"14",9,"14",9,0,1
"5870","11511_7#62","16288_5#10",873.789551,"24",10,"10A",10,1,1
"5871","11511_8#72","16288_5#10",929.2452,"19A",10,"10A",10,1,1
"5872","11657_2#26","16288_5#10",1005.049379,"19F",10,"10A",10,1,1
"5873","11657_4#82","16288_5#10",938.474644,"19A",10,"10A",10,1,1
"5874","11657_4#85","16288_5#10",916.947376,"19A",10,"10A",10,1,1
"5875","11658_8#13","16288_5#10",900.037872,"24",10,"10A",10,1,1
"5876","11679_1#37","16288_5#10",964.935628,"19A",10,"10A",10,1,1
"5877","12162_1#2","16288_5#10",937.435647,"14",10,"10A",10,1,1
"5878","12162_1#30","16288_5#10",938.590088,"14",10,"10A",10,1,1
"5879","12162_1#62","16288_5#10",930.928252,"14",10,"10A",10,1,1
"5880","12291_1#32","16288_5#10",908.173635,"24",10,"10A",10,1,1
"5881","12291_3#52","16288_5#10",935.65538,"19A",10,"10A",10,1,1
"5882","12291_5#40","16288_5#10",890.182596,"14",10,"10A",10,1,1
"5883","12291_5#47","16288_5#10",982.641094,"19A",10,"10A",10,1,1
"5884","12291_6#28","16288_5#10",946.428127,"14",10,"10A",10,1,1
"5885","12291_6#46","16288_5#10",934.373344,"14",10,"10A",10,1,1
"5886","12291_6#77","16288_5#10",930.922176,"14",10,"10A",10,1,1
"5887","12837_1#17","16288_5#10",900.627241,"14",10,"10A",10,1,1
"5888","12837_1#23","16288_5#10",887.837261,"14",10,"10A",10,1,1
"5889","12837_1#31","16288_5#10",913.17418,"14",10,"10A",10,1,1
"5890","12837_1#33","16288_5#10",923.266417,"14",10,"10A",10,1,1
"5891","12837_1#34","16288_5#10",919.329168,"14",10,"10A",10,1,1
"5892","12837_1#38","16288_5#10",924.098828,"14",10,"10A",10,1,1
"5893","12837_1#39","16288_5#10",921.522604,"14",10,"10A",10,1,1
"5894","12837_1#44","16288_5#10",926.893788,"14",10,"10A",10,1,1
"5895","12837_1#80","16288_5#10",933.382955,"14",10,"10A",10,1,1
"5896","12837_1#83","16288_5#10",922.342864,"14",10,"10A",10,1,1
"5897","12837_2#38","16288_5#10",930.861416,"14",10,"10A",10,1,1
"5898","12837_2#57","16288_5#10",924.2325,"14",10,"10A",10,1,1
"5899","12837_2#59","16288_5#10",922.920083,"14",10,"10A",10,1,1
"5900","12837_2#6","16288_5#10",931.140912,"14",10,"10A",10,1,1
"5901","12837_2#65","16288_5#10",923.515532,"14",10,"10A",10,1,1
"5902","12837_2#75","16288_5#10",920.611204,"14",10,"10A",10,1,1
"5903","12837_3#30","16288_5#10",923.07806,"14",10,"10A",10,1,1
"5904","12837_4#16","16288_5#10",923.315025,"14",10,"10A",10,1,1
"5905","12837_4#33","16288_5#10",923.9287,"14",10,"10A",10,1,1
"5906","12837_4#41","16288_5#10",916.977756,"14",10,"10A",10,1,1
"5907","12837_4#59","16288_5#10",921.954001,"14",10,"10A",10,1,1
"5908","12837_4#70","16288_5#10",925.787956,"14",10,"10A",10,1,1
"5909","12837_4#72","16288_5#10",935.983484,"14",10,"10A",10,1,1
"5910","12837_4#77","16288_5#10",923.187428,"14",10,"10A",10,1,1
"5911","12837_5#14","16288_5#10",886.536997,"14",10,"10A",10,1,1
"5912","12837_5#61","16288_5#10",922.999072,"14",10,"10A",10,1,1
"5913","13091_6#38","16288_5#10",921.376781,"19A",10,"10A",10,1,1
"5914","13154_2#65","16288_5#10",952.491977,"19A",10,"10A",10,1,1
"5915","13154_3#57","16288_5#10",1000.83871,"19A",10,"10A",10,1,1
"5916","13414_2#59","16288_5#10",964.70474,"19A",10,"10A",10,1,1
"5917","13414_8#2","16288_5#10",926.802648,"14",10,"10A",10,1,1
"5918","13414_8#31","16288_5#10",937.119697,"14",10,"10A",10,1,1
"5919","13414_8#56","16288_5#10",892.819581,"14",10,"10A",10,1,1
"5920","13414_8#63","16288_5#10",889.417022,"19A",10,"10A",10,1,1
"5921","13414_8#8","16288_5#10",928.15152,"14",10,"10A",10,1,1
"5922","13415_4#96","16288_5#10",925.654284,"14",10,"10A",10,1,1
"5923","13415_5#10","16288_5#10",924.773265,"14",10,"10A",10,1,1
"5924","13415_5#15","16288_5#10",926.219352,"14",10,"10A",10,1,1
"5925","13415_5#23","16288_5#10",929.372796,"14",10,"10A",10,1,1
"5926","13415_5#47","16288_5#10",932.963713,"14",10,"10A",10,1,1
"5927","13415_5#8","16288_5#10",929.251276,"14",10,"10A",10,1,1
"5928","13415_6#20","16288_5#10",930.253817,"14",10,"10A",10,1,1
"5929","13415_6#68","16288_5#10",912.548352,"14",10,"10A",10,1,1
"5930","13415_6#69","16288_5#10",925.557068,"14",10,"10A",10,1,1
"5931","13415_6#71","16288_5#10",930.587996,"14",10,"10A",10,1,1
"5932","13415_6#74","16288_5#10",920.532216,"14",10,"10A",10,1,1
"5933","13415_6#84","16288_5#10",927.349488,"14",10,"10A",10,1,1
"5934","13415_7#35","16288_5#10",944.836215,"14",10,"10A",10,1,1
"5935","13415_7#55","16288_5#10",894.715293,"14",10,"10A",10,1,1
"5936","13415_7#74","16288_5#10",884.744577,"14",10,"10A",10,1,1
"5937","13415_8#35","16288_5#10",930.79458,"14",10,"10A",10,1,1
"5938","13415_8#55","16288_5#10",928.187977,"14",10,"10A",10,1,1
"5939","13415_8#80","16288_5#10",922.853247,"14",10,"10A",10,1,1
"5940","13415_8#87","16288_5#10",931.967248,"14",10,"10A",10,1,1
"5941","13470_1#51","16288_5#10",926.887712,"14",10,"10A",10,1,1
"5942","13470_1#55","16288_5#10",924.609212,"14",10,"10A",10,1,1
"5943","13470_1#71","16288_5#10",886.755733,"14",10,"10A",10,1,1
"5944","14257_1#25","16288_5#10",930.946479,"14",10,"10A",10,1,1
"5945","14257_1#45","16288_5#10",936.937416,"14",10,"10A",10,1,1
"5946","14257_1#6","16288_5#10",896.167457,"14",10,"10A",10,1,1
"5947","14257_1#76","16288_5#10",925.453776,"14",10,"10A",10,1,1
"5948","14257_1#80","16288_5#10",930.788504,"14",10,"10A",10,1,1
"5949","14410_8#39","16288_5#10",922.063369,"14",10,"10A",10,1,1
"5950","14410_8#48","16288_5#10",926.942396,"14",10,"10A",10,1,1
"5951","14410_8#6","16288_5#10",934.664992,"14",10,"10A",10,1,1
"5952","14410_8#71","16288_5#10",921.662352,"14",10,"10A",10,1,1
"5953","14410_8#85","16288_5#10",937.32628,"14",10,"10A",10,1,1
"5954","14412_1#44","16288_5#10",894.970485,"14",10,"10A",10,1,1
"5955","14412_1#71","16288_5#10",925.41732,"14",10,"10A",10,1,1
"5956","14412_1#78","16288_5#10",928.133291,"14",10,"10A",10,1,1
"5957","14412_2#13","16288_5#10",928.200128,"14",10,"10A",10,1,1
"5958","14412_2#46","16288_5#10",951.264624,"14",10,"10A",10,1,1
"5959","14412_2#60","16288_5#10",933.43764,"14",10,"10A",10,1,1
"5960","14412_2#70","16288_5#10",933.948024,"14",10,"10A",10,1,1
"5961","14412_2#72","16288_5#10",939.507566,"14",10,"10A",10,1,1
"5962","14412_2#74","16288_5#10",940.66808,"14",10,"10A",10,1,1
"5963","14520_6#16","16288_5#10",1051.93787,"23F",10,"10A",10,1,1
"5964","14520_6#34","16288_5#10",1045.193509,"19A",10,"10A",10,1,1
"5965","14520_6#66","16288_5#10",889.070695,"19F",10,"10A",10,1,1
"5966","14555_3#37","16288_5#10",927.671516,"14",10,"10A",10,1,1
"5967","14555_3#39","16288_5#10",940.807828,"14",10,"10A",10,1,1
"5968","14555_3#42","16288_5#10",927.045688,"14",10,"10A",10,1,1
"5969","14555_3#51","16288_5#10",896.756828,"14",10,"10A",10,1,1
"5970","14555_3#64","16288_5#10",914.620268,"14",10,"10A",10,1,1
"5971","14555_3#71","16288_5#10",928.218356,"14",10,"10A",10,1,1
"5972","14555_3#9","16288_5#10",921.352476,"14",10,"10A",10,1,1
"5973","14555_4#22","16288_5#10",933.419413,"14",10,"10A",10,1,1
"5974","14555_4#64","16288_5#10",925.982388,"14",10,"10A",10,1,1
"5975","14555_4#74","16288_5#10",940.455426,"3",10,"10A",10,1,1
"5976","14555_4#95","16288_5#10",933.279663,"14",10,"10A",10,1,1
"5977","14566_4#32","16288_5#10",902.358901,"14",10,"10A",10,1,1
"5978","14566_4#40","16288_5#10",904.922972,"14",10,"10A",10,1,1
"5979","14566_4#41","16288_5#10",927.264424,"14",10,"10A",10,1,1
"5980","14566_4#48","16288_5#10",904.904745,"14",10,"10A",10,1,1
"5981","14566_4#64","16288_5#10",923.782876,"14",10,"10A",10,1,1
"5982","14566_4#78","16288_5#10",924.360096,"14",10,"10A",10,1,1
"5983","14566_5#12","16288_5#10",929.014312,"14",10,"10A",10,1,1
"5984","14566_5#51","16288_5#10",929.737355,"14",10,"10A",10,1,1
"5985","14566_5#95","16288_5#10",957.492524,"14",10,"10A",10,1,1
"5986","14566_6#35","16288_5#10",913.854692,"14",10,"10A",10,1,1
"5987","14566_6#43","16288_5#10",927.094296,"14",10,"10A",10,1,1
"5988","14566_6#58","16288_5#10",939.513642,"14",10,"10A",10,1,1
"5989","14566_6#66","16288_5#10",940.856438,"14",10,"10A",10,1,1
"5990","14566_6#76","16288_5#10",893.372497,"14",10,"10A",10,1,1
"5991","14566_6#83","16288_5#10",922.525147,"3",10,"10A",10,1,1
"5992","14566_6#87","16288_5#10",896.696069,"14",10,"10A",10,1,1
"5993","14723_4#66","16288_5#10",928.576842,"14",10,"10A",10,1,1
"5994","14913_2#16","16288_5#10",925.02238,"14",10,"10A",10,1,1
"5995","14913_2#21","16288_5#10",951.367918,"14",10,"10A",10,1,1
"5996","14913_2#49","16288_5#10",933.036624,"14",10,"10A",10,1,1
"5997","14913_2#50","16288_5#10",947.619023,"14",10,"10A",10,1,1
"5998","14913_2#73","16288_5#10",937.5997,"14",10,"10A",10,1,1
"5999","14913_2#86","16288_5#10",935.953103,"14",10,"10A",10,1,1
"6000","14913_3#4","16288_5#10",931.718131,"14",10,"10A",10,1,1
