"","ID1","ID2","distance","sero1","phylo_grp1","sero2","phylo_grp2","change_st","sg1","sg2","sg_switch","distance_rank","repN","change_sg"
"862","14723_4#29","13415_4#77",30.2696990000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"863","12291_6#71","13415_4#79",67.644215,"19F",21,"19F",21,0,"19","19",0,1,1,0
"864","17175_6#41","13415_4#82",81.517937,"16F",33,"16F",33,0,"16","16",0,1,1,0
"865","15995_1#39","13415_4#84",91.67984,"9V",54,"9V",54,0,"9","9",0,1,1,0
"866","17175_5#2","13415_4#86",53.643114,"11A",22,"11A",22,0,"11","11",0,1,1,0
"867","14412_1#6","13415_4#89",175.208964,"18B",68,"18C",68,1,"18","18",0,1,1,0
"868","13415_8#58","13415_4#89",147.66327,"18C",68,"18C",68,0,"18","18",0,1,1,0
"869","13414_8#72","13415_4#90",74.269766,"4",79,"4",79,0,"4","4",0,1,1,0
"870","14913_5#92","13415_4#91",0.006336,"33D",30,"33D",30,0,"33","33",0,1,1,0
"871","15531_2#50","13415_4#91",0.01106,"6A",30,"33D",30,1,"6","33",1,1,1,1
"872","13415_5#7","13415_4#93",167.513833,"21",11,"21",11,0,"21","21",0,1,1,0
"873","14412_2#46","13415_4#96",33.38762,"14",10,"14",10,0,"14","14",0,1,1,0
"874","17150_5#83","13415_5#1",147.242506,"17F",68,"18C",68,1,"17","18",1,1,1,1
"875","17175_5#37","13415_5#1",182.14287,"18C",68,"18C",68,0,"18","18",0,1,1,0
"876","12291_4#27","13415_5#11",35.8711240000001,"19A",1,"19F",1,1,"19","19",0,1,1,0
"877","13415_7#83","13415_5#11",35.8711240000001,"19F",1,"19F",1,0,"19","19",0,1,1,0
"878","15841_3#48","13415_5#15",22.487276,"14",10,"14",10,0,"14","14",0,1,1,0
"879","17150_4#64","13415_5#21",129.122336,"21",11,"21",11,0,"21","21",0,1,1,0
"880","13415_5#8","13415_5#23",22.6634799999999,"14",10,"14",10,0,"14","14",0,1,1,0
"881","17175_4#82","13415_5#24",34.0255540000002,"8",3,"8",3,0,"8","8",0,1,1,0
"882","15841_5#29","13415_5#25",34.9693849999999,"18C",11,"18C",11,0,"18","18",0,1,1,0
"883","14257_1#43","13415_5#26",26.125,"19A",17,"19A",17,0,"19","19",0,1,1,0
"884","17150_5#63","13415_5#33",44.820788,"12F",26,"12F",26,0,"12","12",0,1,1,0
"885","14257_1#19","13415_5#36",78.984047,"4",79,"4",79,0,"4","4",0,1,1,0
"886","14566_4#28","13415_5#38",12.42135,"23F",14,"23F",14,0,"23","23",0,1,1,0
"887","13470_1#39","13415_5#41",21.730189,"19A",17,"19A",17,0,"19","19",0,1,1,0
"888","14913_3#12","13415_5#41",16.31661,"9L",17,"19A",17,1,"9","19",1,1,1,1
"889","14566_4#18","13415_5#45",47.638431,"19A",17,"19F",17,1,"19","19",0,1,1,0
"890","14555_3#11","13415_5#45",150.073786,"19F",17,"19F",17,0,"19","19",0,1,1,0
"891","13415_7#82","13415_5#49",46.4899000000003,"6A",13,"6A",13,0,"6","6",0,1,1,0
"892","12837_2#60","13415_5#49",60.418009,"6B",13,"6A",13,1,"6","6",0,1,1,0
"893","14913_2#43","13415_5#53",79.367035,"18C",11,"18C",11,0,"18","18",0,1,1,0
"894","13470_1#80","13415_5#55",36.475582,"6B",24,"6B",24,0,"6","6",0,1,1,0
"895","14723_3#66","13415_5#57",107.850706,"7F",56,"12F",56,1,"7","12",1,1,1,1
"896","13414_8#55","13415_5#64",27.209988,"19A",5,"19A",5,0,"19","19",0,1,1,0
"897","13470_1#29","13415_5#71",46.28196,"6B",37,"6B",37,0,"6","6",0,1,1,0
"898","14566_5#81","13415_5#77",32.0527099999995,"14",18,"14",18,0,"14","14",0,1,1,0
"899","13415_5#23","13415_5#8",22.6634799999999,"14",10,"14",10,0,"14","14",0,1,1,0
"900","13415_4#65","13415_5#84",32.4620339999988,"14",18,"14",18,0,"14","14",0,1,1,0
"901","14555_3#87","13415_5#87",40.0760730000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"902","15841_5#33","13415_5#88",65.691934,"19F",21,"19F",21,0,"19","19",0,1,1,0
"903","17175_8#53","13415_5#91",34.2822420000001,"8",3,"8",3,0,"8","8",0,1,1,0
"904","14673_4#31","13415_5#92",164.263357,"15BC",48,"19F",48,1,"15","19",1,1,1,1
"905","15995_2#89","13415_5#95",240.751014,"18C",67,"18C",67,0,"18","18",0,1,1,0
"906","12162_1#32","13415_6#11",29.560644,"19A",17,"19A",17,0,"19","19",0,1,1,0
"907","15841_5#42","13415_6#17",83.6028840000001,"6A",41,"6A",41,0,"6","6",0,1,1,0
"908","17150_5#69","13415_6#2",44.481311,"6A",13,"6A",13,0,"6","6",0,1,1,0
"909","14913_7#67","13415_6#21",36.0289810000001,"19F",1,"19F",1,0,"19","19",0,1,1,0
"910","14566_4#80","13415_6#23",36.480001,"19F",1,"19F",1,0,"19","19",0,1,1,0
"911","14913_3#89","13415_6#25",38.554693,"19F",1,"19F",1,0,"19","19",0,1,1,0
"912","15995_1#120","13415_6#28",40.9615239999999,"34",34,"34",34,0,"34","34",0,1,1,0
"913","15731_8#13","13415_6#3",65.744273,"19F",21,"19F",21,0,"19","19",0,1,1,0
"914","14913_7#72","13415_6#30",17.978755,"23F",14,"23F",14,0,"23","23",0,1,1,0
"915","14257_1#49","13415_6#35",66.032146,"19F",21,"19F",21,0,"19","19",0,1,1,0
"916","13415_7#20","13415_6#36",32.7195120000001,"14",18,"14",18,0,"14","14",0,1,1,0
"917","15841_2#14","13415_6#37",46.280077,"8",3,"8",3,0,"8","8",0,1,1,0
"918","22027_1#93","13415_6#43",375.12716,"18B",67,"18B",67,0,"18","18",0,1,1,0
"919","22667_8#44","13415_6#43",352.769164,"18C",67,"18B",67,1,"18","18",0,1,1,0
"920","14566_4#6","13415_6#45",40.840173,"14",14,"23F",14,1,"14","23",1,1,1,1
"921","14412_2#42","13415_6#45",28.112123,"23F",14,"23F",14,0,"23","23",0,1,1,0
"922","14410_8#26","13415_6#5",86.502081,"9V",54,"9V",54,0,"9","9",0,1,1,0
"923","17175_6#77","13415_6#54",42.685463,"19A",17,"19A",17,0,"19","19",0,1,1,0
"924","17175_8#56","13415_6#55",37.619198,"8",3,"8",3,0,"8","8",0,1,1,0
"925","15873_1#87","13415_6#64",147.89703,"18C",68,"18C",68,0,"18","18",0,1,1,0
"926","13414_8#38","13415_6#65",32.7755759999999,"6A",24,"6A",24,0,"6","6",0,1,1,0
"927","13470_1#55","13415_6#68",22.3900600000001,"14",10,"14",10,0,"14","14",0,1,1,0
"928","13415_8#35","13415_6#69",23.3926,"14",10,"14",10,0,"14","14",0,1,1,0
"929","12837_1#44","13415_6#71",22.3839839999999,"14",10,"14",10,0,"14","14",0,1,1,0
"930","15995_1#40","13415_6#75",30.6852199999998,"6A",13,"6A",13,0,"6","6",0,1,1,0
"931","17150_4#88","13415_6#76",29.899633,"9V",54,"9V",54,0,"9","9",0,1,1,0
"932","14566_5#57","13415_6#80",20.781866,"19A",17,"19A",17,0,"19","19",0,1,1,0
"933","13414_8#81","13415_6#82",32.3166100000001,"6A",13,"6A",13,0,"6","6",0,1,1,0
"934","13415_6#74","13415_6#84",23.6234880000002,"14",10,"14",10,0,"14","14",0,1,1,0
"935","13415_7#77","13415_6#9",36.2779889999988,"14",18,"14",18,0,"14","14",0,1,1,0
"936","14723_4#95","13415_6#92",83.664479,"6A",41,"6A",41,0,"6","6",0,1,1,0
"937","17150_4#77","13415_6#96",81.9089949999999,"6A",41,"6A",41,0,"6","6",0,1,1,0
"938","15995_1#115","13415_7#10",79.111982,"19A",17,"19A",17,0,"19","19",0,1,1,0
"939","13470_1#36","13415_7#14",19.784769,"19A",17,"19A",17,0,"19","19",0,1,1,0
"940","12837_4#11","13415_7#15",25.425432,"23F",14,"23F",14,0,"23","23",0,1,1,0
"941","14555_3#78","13415_7#16",37.024011,"4",27,"4",27,0,"4","4",0,1,1,0
"942","15995_2#112","13415_7#18",70.235047,"19F",21,"19F",21,0,"19","19",0,1,1,0
"943","14566_6#46","13415_7#2",46.2069980000001,"6A",13,"6A",13,0,"6","6",0,1,1,0
"944","14410_8#72","13415_7#2",35.5416690000002,"6B",13,"6A",13,1,"6","6",0,1,1,0
"945","13415_6#36","13415_7#20",32.7195120000001,"14",18,"14",18,0,"14","14",0,1,1,0
"946","13415_8#1","13415_7#23",20.328076,"23F",14,"23F",14,0,"23","23",0,1,1,0
"947","14257_1#40","13415_7#26",193.637711,"6B",37,"6B",37,0,"6","6",0,1,1,0
"948","17059_8#82","13415_7#29",37.006351,"19A",17,"19A",17,0,"19","19",0,1,1,0
"949","14566_5#46","13415_7#41",29.4027399999995,"6A",13,"6A",13,0,"6","6",0,1,1,0
"950","15841_5#18","13415_7#44",36.9156820000002,"8",3,"8",3,0,"8","8",0,1,1,0
"951","15378_2#3","13415_7#45",114.278572,"11A",40,"22A",40,1,"11","22",1,1,1,1
"952","15531_3#1","13415_7#45",124.483172,"18C",40,"22A",40,1,"18","22",1,1,1,1
"953","18456_1#16","13415_7#45",139.24358,"22A",40,"22A",40,0,"22","22",0,1,1,0
"954","13414_8#88","13415_7#46",31.986193,"9V",54,"9V",54,0,"9","9",0,1,1,0
"955","17059_7#58","13415_7#52",33.92726,"19F",90,"19F",90,0,"19","19",0,1,1,0
"956","14410_8#44","13415_7#57",20.1934890000001,"9V",6,"9V",6,0,"9","9",0,1,1,0
"957","19341_3#10","13415_7#63",50.857876,"6B",23,"6B",23,0,"6","6",0,1,1,0
"958","14555_3#17","13415_7#65",60.266548,"23F",14,"23F",14,0,"23","23",0,1,1,0
"959","14913_6#77","13415_7#66",61.295921,"9V",54,"9V",54,0,"9","9",0,1,1,0
"960","14723_4#69","13415_7#70",29.0349699999997,"6A",13,"6A",13,0,"6","6",0,1,1,0
"961","14412_2#65","13415_7#73",35.901192,"19F",1,"19F",1,0,"19","19",0,1,1,0
"962","13414_8#56","13415_7#74",24.7110919999999,"14",10,"14",10,0,"14","14",0,1,1,0
"963","17870_8#109","13415_7#74",129.230445,"19F",10,"14",10,1,"19","14",1,1,1,1
"964","12162_1#91","13415_7#75",30.122523,"23F",5,"23F",5,0,"23","23",0,1,1,0
"965","14410_8#89","13415_7#78",81.8165979999999,"6A",41,"6A",41,0,"6","6",0,1,1,0
"966","17175_8#86","13415_7#81",34.529423,"8",3,"8",3,0,"8","8",0,1,1,0
"967","13415_5#49","13415_7#82",46.4899000000003,"6A",13,"6A",13,0,"6","6",0,1,1,0
"968","12837_4#2","13415_7#83",36.449933,"19F",1,"19F",1,0,"19","19",0,1,1,0
"969","14412_2#87","13415_7#84",42.1859949999999,"6B",37,"6B",37,0,"6","6",0,1,1,0
"970","17150_4#29","13415_7#90",43.975184,"19A",17,"19A",17,0,"19","19",0,1,1,0
"971","14936_4#24","13415_7#92",36.437357,"19A",17,"19A",17,0,"19","19",0,1,1,0
"972","14913_5#88","13415_7#96",66.0350960000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"973","17150_4#78","13415_8#11",28.005392,"19A",17,"19A",17,0,"19","19",0,1,1,0
"974","15378_4#18","13415_8#15",88.9720499999999,"29",13,"6A",13,1,"29","6",1,1,1,1
"975","17870_8#127","13415_8#15",94.4131579999998,"6A",13,"6A",13,0,"6","6",0,1,1,0
"976","15995_1#22","13415_8#17",40.370064,"14",9,"14",9,0,"14","14",0,1,1,0
"977","17175_6#44","13415_8#21",63.6691800000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"978","15874_1#72","13415_8#3",32.1715469999995,"14",18,"14",18,0,"14","14",0,1,1,0
"979","13470_1#76","13415_8#30",19.649294,"19A",17,"19A",17,0,"19","19",0,1,1,0
"980","12837_4#15","13415_8#31",40.91378,"23F",14,"23F",14,0,"23","23",0,1,1,0
"981","14412_2#24","13415_8#33",44.701307,"9N",16,"9N",16,0,"9","9",0,1,1,0
"982","14723_3#85","13415_8#36",74.93499,"4",79,"4",79,0,"4","4",0,1,1,0
"983","14566_4#11","13415_8#42",27.061893,"6A",5,"6A",5,0,"6","6",0,1,1,0
"984","15873_1#19","13415_8#46",82.4975750000001,"6A",41,"6A",41,0,"6","6",0,1,1,0
"985","17150_4#14","13415_8#47",35.946294,"19F",1,"19F",1,0,"19","19",0,1,1,0
"986","14555_4#49","13415_8#48",77.78623,"6B",37,"6B",37,0,"6","6",0,1,1,0
"987","14566_5#22","13415_8#52",157.984699,"9V",22,"9V",22,0,"9","9",0,1,1,0
"988","13470_1#9","13415_8#56",81.7207809999999,"6A",41,"6A",41,0,"6","6",0,1,1,0
"989","12291_6#32","13415_8#57",29.553611,"23F",14,"23F",14,0,"23","23",0,1,1,0
"990","13415_4#89","13415_8#58",147.66327,"18C",68,"18C",68,0,"18","18",0,1,1,0
"991","14257_1#89","13415_8#6",114.199878,"6B",37,"6B",37,0,"6","6",0,1,1,0
"992","12162_1#83","13415_8#65",36.4349,"19F",1,"19F",1,0,"19","19",0,1,1,0
"993","22841_4#6","13415_8#66",54.992979,"22F",19,"22F",19,0,"22","22",0,1,1,0
"994","14257_1#71","13415_8#77",42.9913690000001,"6A",13,"6A",13,0,"6","6",0,1,1,0
"995","14566_6#86","13415_8#8",21.871083,"19A",17,"19A",17,0,"19","19",0,1,1,0
"996","12837_1#34","13415_8#80",22.3596789999999,"14",10,"14",10,0,"14","14",0,1,1,0
"997","17150_4#60","13415_8#87",22.7181640000001,"14",10,"14",10,0,"14","14",0,1,1,0
"998","15874_1#63","13415_8#88",56.0676920000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"999","13415_8#93","13415_8#89",28.9689599999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1000","12291_6#17","13415_8#92",82.593392,"6A",41,"6A",41,0,"6","6",0,1,1,0
"1001","13415_8#89","13415_8#93",28.9689599999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1002","14257_1#39","13415_8#94",30.649863,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1003","12162_1#56","13415_8#95",26.374274,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1004","14412_2#54","13470_1#10",50.5348319999999,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1005","15841_2#42","13470_1#11",51.3652120000002,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1006","14412_1#24","13470_1#12",41.5142979999996,"18C",11,"18C",11,0,"18","18",0,1,1,0
"1007","12837_2#41","13470_1#13",75.958511,"9V",54,"9V",54,0,"9","9",0,1,1,0
"1008","12837_2#43","13470_1#14",18.668456,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1009","18456_1#24","13470_1#15",217.331454,"11A",22,"11A",22,0,"11","11",0,1,1,0
"1010","14723_6#10","13470_1#15",225.768306,"9V",22,"11A",22,1,"9","11",1,1,1,1
"1011","14412_1#8","13470_1#16",75.073516,"4",79,"4",79,0,"4","4",0,1,1,0
"1012","14566_5#26","13470_1#21",18.046228,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1013","17150_4#28","13470_1#22",19.07488,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1014","17175_5#28","13470_1#27",29.5064689999999,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1015","13415_5#71","13470_1#29",46.28196,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1016","14566_4#95","13470_1#3",53.0377310000001,"18C",11,"18C",11,0,"18","18",0,1,1,0
"1017","14257_1#90","13470_1#31",0.009121,"33D",30,"33D",30,0,"33","33",0,1,1,0
"1018","15841_2#7","13470_1#32",100.22114,"15A",22,"15A",22,0,"15","15",0,1,1,0
"1019","13415_7#14","13470_1#36",19.784769,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1020","12837_3#82","13470_1#37",73.547084,"23F",16,"23F",16,0,"23","23",0,1,1,0
"1021","13415_5#41","13470_1#39",21.730189,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1022","13470_1#73","13470_1#39",60.763247,"19F",17,"19A",17,1,"19","19",0,1,1,0
"1023","17138_4#76","13470_1#4",15.960668,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1024","12291_6#79","13470_1#52",36.442094,"23F",14,"19A",14,1,"23","19",1,1,1,1
"1025","13415_7#42","13470_1#54",106.01573,"7F",32,"7F",32,0,"7","7",0,1,1,0
"1026","13415_6#68","13470_1#55",22.3900600000001,"14",10,"14",10,0,"14","14",0,1,1,0
"1027","14555_3#81","13470_1#58",34.7778410000001,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1028","13415_4#2","13470_1#60",33.3136919999997,"14",18,"14",18,0,"14","14",0,1,1,0
"1029","12837_4#8","13470_1#68",13.261708,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1030","14257_1#6","13470_1#71",24.5774200000001,"14",10,"14",10,0,"14","14",0,1,1,0
"1031","17150_6#86","13470_1#75",68.30698,"19F",1,"19F",1,0,"19","19",0,1,1,0
"1032","13415_8#30","13470_1#76",19.649294,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1033","14412_2#88","13470_1#78",98.522091,"16F",33,"16F",33,0,"16","16",0,1,1,0
"1034","17175_6#74","13470_1#8",53.513016,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1035","13415_5#55","13470_1#80",36.475582,"6B",24,"6B",24,0,"6","6",0,1,1,0
"1036","14566_6#11","13470_1#82",12.445886,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1037","15995_2#136","13470_1#86",18.348734,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1038","13415_8#56","13470_1#9",81.7207809999999,"6A",41,"6A",41,0,"6","6",0,1,1,0
"1039","12837_5#67","13470_1#90",65.215638,"19F",21,"19F",21,0,"19","19",0,1,1,0
"1040","16043_2#81","13670_3#15",488.662598,"6A",13,"6C",13,1,"6","6",0,1,1,0
"1041","13091_6#9","13670_3#15",51.4217889999995,"6C",13,"6C",13,0,"6","6",0,1,1,0
"1042","13710_2#71","13710_1#19",35.860403,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1043","13414_2#65","13710_1#20",39.700297,"23B",19,"22F",19,1,"23","22",1,1,1,1
"1044","11511_8#29","13710_1#23",47.760551,"22F",19,"22F",19,0,"22","22",0,1,1,0
"1045","12291_5#87","13710_1#28",59.282357,"22F",19,"22F",19,0,"22","22",0,1,1,0
"1046","11893_8#12","13710_1#31",94.1397589999999,"9N",32,"9N",32,0,"9","9",0,1,1,0
"1047","12291_4#58","13710_1#33",36.201871,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1048","18090_2#154","13710_1#33",35.9312580000002,"19F",1,"19A",1,1,"19","19",0,1,1,0
"1049","19341_3#31","13710_1#35",155.014823,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1050","14673_2#16","13710_1#43",42.557917,"22F",19,"22F",19,0,"22","22",0,1,1,0
"1051","13414_1#36","13710_1#45",35.7734030000001,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1052","14723_2#38","13710_1#49",191.710121,"14",9,"15A",9,1,"14","15",1,1,1,1
"1053","13710_2#16","13710_1#49",63.872684,"15A",9,"15A",9,0,"15","15",0,1,1,0
"1054","13414_4#39","13710_1#49",113.468879,"19A",9,"15A",9,1,"19","15",1,1,1,1
"1055","14673_4#40","13710_1#49",118.85462,"23B",9,"15A",9,1,"23","15",1,1,1,1
"1056","21127_1#75","13710_1#49",111.23304,"23F",9,"15A",9,1,"23","15",1,1,1,1
"1057","22841_2#16","13710_1#6",40.324033,"15A",9,"15A",9,0,"15","15",0,1,1,0
"1058","14673_4#58","13710_1#63",58.74435,"23A",5,"6C",5,1,"23","6",1,1,1,1
"1059","17966_5#127","13710_1#63",121.783452,"6C",5,"6C",5,0,"6","6",0,1,1,0
"1060","19341_3#105","13710_1#69",157.773503,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1061","13710_2#29","13710_1#70",70.6433529999999,"12F",32,"12F",32,0,"12","12",0,1,1,0
"1062","13710_2#54","13710_1#71",63.50676,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1063","13414_2#16","13710_2#15",154.884554,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1064","13710_1#49","13710_2#16",63.872684,"15A",9,"15A",9,0,"15","15",0,1,1,0
"1065","15277_1#8","13710_2#2",159.145187,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1066","17966_5#114","13710_2#25",155.206401,"19A",4,"19A",4,0,"19","19",0,1,1,0
"1067","13710_1#70","13710_2#29",70.6433529999999,"12F",32,"12F",32,0,"12","12",0,1,1,0
"1068","12299_1#78","13710_2#3",60.926283,"23A",5,"19A",5,1,"23","19",1,1,1,1
"1069","11658_2#60","13710_2#33",36.1492529999999,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1070","15682_1#61","13710_2#34",35.803471,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1071","11658_2#94","13710_2#38",33.8445690000002,"19A",27,"19A",27,0,"19","19",0,1,1,0
"1072","12290_2#2","13710_2#40",155.804115,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1073","12291_5#5","13710_2#44",44.134009,"7F",15,"7F",15,0,"7","7",0,1,1,0
"1074","11679_1#40","13710_2#49",45.68279,"7F",15,"7F",15,0,"7","7",0,1,1,0
"1075","19341_3#95","13710_2#5",155.351996,"15BC",4,"15BC",4,0,"15","15",0,1,1,0
"1076","14673_3#80","13710_2#53",46.62823,"7F",15,"7F",15,0,"7","7",0,1,1,0
"1077","13710_1#71","13710_2#54",63.50676,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1078","12291_5#71","13710_2#57",40.704882,"22F",19,"22F",19,0,"22","22",0,1,1,0
"1079","11658_2#84","13710_2#58",35.7433350000003,"19A",1,"19A",1,0,"19","19",0,1,1,0
"1080","13414_2#55","13710_2#61",82.4787860000001,"7C",18,"7C",18,0,"7","7",0,1,1,0
"1081","13414_4#40","13710_2#62",188.004038,"19A",4,"19A",4,0,"19","19",0,1,1,0
"1082","14673_3#17","13710_2#66",32.1801839999999,"4",27,"4",27,0,"4","4",0,1,1,0
"1083","13710_1#19","13710_2#71",35.860403,"11A",3,"11A",3,0,"11","11",0,1,1,0
"1084","14555_4#10","14257_1#10",40.153056,"14",9,"14",9,0,"14","14",0,1,1,0
"1085","13415_5#36","14257_1#19",78.984047,"4",79,"4",79,0,"4","4",0,1,1,0
"1086","12291_6#4","14257_1#22",34.393337,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1087","13415_4#39","14257_1#24",32.5676659999999,"14",18,"14",18,0,"14","14",0,1,1,0
"1088","14257_1#94","14257_1#29",20.370475,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1089","17138_4#4","14257_1#31",34.268528,"9V",54,"9V",54,0,"9","9",0,1,1,0
"1090","15841_4#19","14257_1#34",35.710641,"23F",5,"23F",5,0,"23","23",0,1,1,0
"1091","17150_5#34","14257_1#35",41.6786890000001,"14",9,"14",9,0,"14","14",0,1,1,0
"1092","13415_8#94","14257_1#39",30.649863,"19A",17,"19A",17,0,"19","19",0,1,1,0
"1093","13415_7#26","14257_1#40",193.637711,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1094","15731_8#51","14257_1#41",38.846622,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1095","17175_7#25","14257_1#42",48.181477,"8",3,"8",3,0,"8","8",0,1,1,0
"1096","17175_5#3","14257_1#46",19.558908,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1097","15841_1#53","14257_1#51",31.8098170000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1098","15995_1#54","14257_1#54",67.306828,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1099","14412_2#15","14257_1#56",65.608191,"19F",21,"19F",21,0,"19","19",0,1,1,0
"1100","13470_1#71","14257_1#6",24.5774200000001,"14",10,"14",10,0,"14","14",0,1,1,0
"1101","15841_3#95","14257_1#62",28.4570670000001,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1102","14913_7#64","14257_1#64",78.329426,"18C",11,"18C",11,0,"18","18",0,1,1,0
"1103","15873_1#65","14257_1#65",16.617006,"23F",14,"23F",14,0,"23","23",0,1,1,0
"1104","12162_1#41","14257_1#67",160.333067,"18C",68,"18C",68,0,"18","18",0,1,1,0
"1105","13415_8#77","14257_1#71",42.9913690000001,"6A",13,"6A",13,0,"6","6",0,1,1,0
"1106","17150_4#23","14257_1#80",22.96728,"14",10,"14",10,0,"14","14",0,1,1,0
"1107","12291_6#59","14257_1#84",68.4629469999999,"6B",37,"6B",37,0,"6","6",0,1,1,0
"1108","12837_3#46","14257_1#87",81.696828,"6A",41,"6A",41,0,"6","6",0,1,1,0
"1109","13470_1#31","14257_1#90",0.009121,"33D",30,"33D",30,0,"33","33",0,1,1,0
"1110","15841_4#42","14257_1#90",0.00887600000000001,"6A",30,"33D",30,1,"6","33",1,1,1,1
"1111","15731_8#61","14257_1#90",0.00919,"6B",30,"33D",30,1,"6","33",1,1,1,1
"1112","14412_1#17","14257_1#91",61.710655,"9V",54,"9V",54,0,"9","9",0,1,1,0
"1113","14257_1#29","14257_1#94",20.370475,"9V",6,"9V",6,0,"9","9",0,1,1,0
"1114","17428_8#165","14410_4#18",40.6268459999999,"11A",22,"11A",22,0,"11","11",0,1,1,0
"1115","15873_5#84","14410_4#30",0.085108,"23F",94,"23F",94,0,"23","23",0,1,1,0
"1116","15531_7#42","14410_4#34",15.786539,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1117","15531_6#13","14410_4#72",62.591542,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1118","16288_5#26","14410_4#73",81.768182,"7B",5,"7B",5,0,"7","7",0,1,1,0
"1119","14410_6#5","14410_4#75",10.401348,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1120","14520_6#41","14410_5#14",68.403554,"14",9,"14",9,0,"14","14",0,1,1,0
"1121","14410_6#36","14410_5#33",10.520942,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1122","15531_6#79","14410_5#5",42.231072,"14",9,"14",9,0,"14","14",0,1,1,0
"1123","15531_5#41","14410_5#6",13.869603,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1124","16399_6#35","14410_5#60",63.0211110000001,"6B",58,"6B",58,0,"6","6",0,1,1,0
"1125","15531_6#55","14410_5#63",15.499512,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1126","17428_8#179","14410_6#23",14.611092,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1127","14410_5#33","14410_6#36",10.520942,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1128","14410_6#46","14410_6#42",9.352329,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1129","14410_6#42","14410_6#46",9.352329,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1130","19183_3#95","14410_6#47",69.085634,"19A",80,"15A",80,1,"19","15",1,1,1,1
"1131","14410_4#75","14410_6#5",10.401348,"12F",26,"12F",26,0,"12","12",0,1,1,0
"1132","15531_7#27","14410_6#79",0.102745,"23F",94,"19A",94,1,"23","19",1,1,1,1
"1133","14410_7#51","14410_6#84",274.686591,"23F",5,"7C",5,1,"23","7",1,1,1,1
"1134","15531_4#74","14410_6#84",193.372585,"6A",5,"7C",5,1,"6","7",1,1,1,1
"1135","16453_2#48","14410_6#84",66.988307,"7C",5,"7C",5,0,"7","7",0,1,1,0
"1136","11658_1#30","14410_7#16",79.689117,"6B",23,"6B",23,0,"6","6",0,1,1,0
"1137","15531_6#64","14410_7#2",45.730171,"9V",43,"9V",43,0,"9","9",0,1,1,0
"1138","11658_1#21","14410_7#27",70.8907660000002,"7F",32,"7F",32,0,"7","7",0,1,1,0
"1139","14520_4#29","14410_7#28",40.9728,"16F",103,"14",103,1,"16","14",1,1,1,1
